Emp_Id;satisfaction_level;last_evaluation;number_project;average_montly_hours;time_spend_company;Work_accident;left;promotion_last_5years;Department;salary
IND20956;0,63;0,83;4;145;4;0;0;0;support;medium
IND29125;0,59;0,91;4;142;3;1;0;0;support;medium
IND40341;0,77;0,62;3;218;2;0;0;0;support;medium
IND28003;0,65;0,70;4;157;4;0;0;0;support;medium
IND39484;0,84;0,49;4;178;3;0;0;0;support;medium
IND28539;0,90;0,45;4;241;6;0;0;0;support;medium
IND41673;0,60;0,83;3;230;3;0;0;0;support;medium
IND25021;0,90;0,74;5;249;3;0;0;0;support;medium
IND33284;0,94;0,70;5;147;2;0;0;0;support;medium
IND28312;0,56;0,90;4;115;3;0;0;0;technical;medium
IND10454;0,95;0,86;5;143;3;0;0;0;technical;medium
IND33726;0,97;0,85;4;219;3;0;0;0;technical;medium
IND37355;0,55;0,63;4;218;2;0;0;0;management;medium
IND15638;0,79;0,60;5;235;2;0;0;0;IT;medium
IND17600;0,49;0,76;5;237;3;0;0;0;IT;high
IND17755;0,49;0,58;5;186;2;0;0;0;IT;high
IND30732;0,57;0,65;5;177;2;0;0;0;IT;high
IND23888;0,89;0,81;4;228;4;0;0;0;IT;high
IND22049;0,66;0,59;3;204;3;0;0;0;product_mng;high
IND10836;0,94;0,77;5;210;3;0;0;0;product_mng;high
IND20762;0,98;0,95;4;250;2;1;0;0;product_mng;high
IND24304;0,18;0,52;5;185;6;0;0;0;product_mng;high
IND26995;0,57;0,73;3;146;3;0;0;0;IT;high
IND37323;0,67;0,55;3;217;2;0;0;0;RandD;high
IND21014;0,12;0,61;6;172;6;0;0;0;RandD;high
IND31931;0,48;0,95;3;184;2;0;0;0;RandD;high
IND21656;0,61;0,97;3;148;3;0;0;0;RandD;low
IND25173;0,23;0,52;5;236;4;0;0;0;RandD;low
IND25837;0,40;0,38;3;280;2;0;0;0;marketing;low
IND34337;0,57;0,60;3;218;3;0;0;0;sales;low
IND0966;0,95;0,98;5;155;3;0;0;0;accounting;low
IND38549;0,93;0,66;4;242;4;0;0;0;support;low
IND06437;0,70;0,88;3;166;5;0;0;0;technical;low
IND19661;0,58;0,90;4;175;3;1;0;0;management;low
IND39503;0,52;0,95;5;234;3;0;0;0;marketing;low
IND08443;0,98;0,88;5;232;3;0;0;0;marketing;low
IND44969;0,93;0,94;4;156;3;1;0;0;marketing;low
IND08184;0,34;0,63;5;248;3;0;0;0;sales;low
IND05971;0,87;0,75;4;218;2;0;0;0;sales;low
IND30004;0,52;0,96;5;251;2;1;0;0;sales;low
IND04704;0,58;0,91;4;173;4;0;0;0;sales;low
IND11114;0,65;0,51;4;157;3;1;0;0;sales;medium
IND11693;0,74;0,59;3;274;3;0;0;0;sales;medium
IND01781;0,63;0,70;5;182;3;0;0;0;sales;medium
IND33629;0,74;0,74;4;233;2;0;0;0;sales;medium
IND37198;0,65;1,00;4;249;3;0;0;0;sales;medium
IND43166;0,48;0,94;3;162;3;1;0;0;sales;medium
IND01259;0,84;0,75;3;184;3;0;0;0;sales;medium
IND02424;0,60;0,62;3;135;2;0;0;0;sales;medium
IND30277;0,56;0,57;3;143;2;0;0;0;sales;medium
IND33304;0,13;0,80;5;203;5;0;0;0;sales;medium
IND42263;0,83;0,51;5;143;4;0;0;0;sales;medium
IND20367;0,91;0,42;2;142;3;1;0;0;sales;medium
IND11051;0,97;0,97;5;171;2;0;0;0;sales;high
IND38089;0,90;0,96;3;223;4;0;0;0;sales;high
IND43102;0,57;0,87;4;148;3;0;0;0;sales;high
IND03578;0,84;0,79;6;140;2;0;0;0;accounting;high
IND30030;0,84;0,74;4;226;2;0;0;0;accounting;high
IND33048;0,17;0,93;5;183;5;0;0;0;accounting;high
IND31630;0,97;0,86;5;135;3;0;0;0;hr;high
IND30222;0,94;0,66;3;236;2;0;0;0;hr;high
IND44823;0,83;0,61;5;257;2;0;0;0;hr;low
IND09844;0,91;0,73;3;155;3;0;0;0;hr;low
IND02743;0,90;0,76;2;211;4;0;0;0;technical;low
IND02025;0,95;0,86;3;207;2;0;0;0;technical;low
IND04609;0,69;0,95;3;126;6;0;0;0;technical;low
IND43422;0,49;0,98;3;267;2;0;0;0;technical;low
IND35819;0,45;0,37;6;226;2;0;0;0;technical;low
IND36378;0,21;0,90;2;239;2;0;0;0;technical;low
IND17917;0,67;0,61;3;202;2;0;0;0;technical;medium
IND10958;0,76;0,62;3;150;2;1;0;0;technical;medium
IND24251;0,19;0,78;5;156;6;0;0;0;technical;medium
IND28908;0,52;0,73;2;233;3;0;0;0;technical;medium
IND40153;0,66;0,59;5;262;2;0;0;0;technical;medium
IND26133;0,95;0,67;3;183;3;0;0;0;support;medium
IND35508;0,95;0,78;4;225;2;0;0;0;support;medium
IND31212;0,57;0,54;5;216;3;0;0;0;support;medium
IND20293;0,48;0,57;5;227;3;0;0;0;support;medium
IND39732;0,95;0,50;4;242;2;0;0;0;support;medium
IND44952;0,70;0,67;4;224;3;0;0;0;support;medium
IND07500;0,48;0,61;3;223;3;1;0;0;support;medium
IND36487;0,62;0,58;3;202;2;0;0;0;support;medium
IND19436;0,58;0,76;3;220;3;0;0;0;support;medium
IND41493;1,00;0,87;4;129;5;0;0;0;support;medium
IND41546;0,79;0,65;2;193;5;0;0;0;support;medium
IND06580;0,58;0,73;3;165;2;0;0;0;technical;medium
IND33290;0,59;0,79;4;209;2;0;0;0;technical;medium
IND02312;0,66;0,80;4;183;2;1;0;0;technical;medium
IND18883;0,71;0,59;4;138;3;0;0;0;management;medium
IND35720;0,90;0,74;5;152;3;0;0;0;IT;medium
IND37920;0,74;0,63;4;170;2;0;0;0;IT;medium
IND02348;0,66;0,93;5;185;3;0;0;0;IT;medium
IND07126;0,92;0,53;2;249;2;0;0;0;IT;high
IND16040;0,55;0,51;4;155;3;0;0;0;IT;low
IND17390;0,51;0,43;3;204;4;0;0;0;product_mng;medium
IND17703;0,49;0,52;5;188;4;0;0;0;product_mng;medium
IND07240;0,88;0,52;5;264;4;0;0;0;product_mng;medium
IND22067;0,60;0,80;4;146;2;0;0;0;product_mng;medium
IND37287;0,93;0,65;4;212;4;0;0;0;IT;medium
IND43940;0,86;0,59;3;215;3;0;0;0;RandD;medium
IND10785;0,78;0,98;4;239;3;0;0;0;RandD;medium
IND13726;0,69;0,55;3;188;3;0;0;0;RandD;medium
IND22428;0,84;0,51;4;259;3;0;0;0;RandD;medium
IND40174;0,48;0,62;3;200;3;1;0;0;RandD;medium
IND42300;0,63;0,86;3;245;2;0;0;0;marketing;low
IND01693;0,54;0,61;3;182;2;0;0;0;sales;low
IND44181;0,85;0,53;4;181;2;0;0;0;accounting;low
IND13267;0,51;0,52;3;164;3;0;0;0;support;low
IND39205;0,88;0,86;5;257;3;0;0;0;technical;low
IND07386;0,87;0,93;3;178;3;0;0;0;management;low
IND17852;0,54;0,50;4;224;3;0;0;0;marketing;low
IND34409;0,96;0,67;5;170;3;0;0;0;marketing;high
IND07837;0,58;0,75;4;233;2;0;0;0;marketing;low
IND39618;0,21;0,57;5;239;3;0;0;0;sales;high
IND28856;0,50;0,56;5;185;2;0;0;0;sales;high
IND33744;0,52;0,54;4;184;3;0;0;0;sales;low
IND17876;0,50;0,70;3;188;2;0;0;0;sales;low
IND18659;0,74;0,86;3;186;3;1;0;0;sales;high
IND02080;0,69;0,63;3;226;3;0;0;0;sales;low
IND20948;0,61;0,74;2;143;6;0;0;0;sales;medium
IND21369;0,50;0,82;3;213;3;0;0;0;sales;high
IND12630;0,79;0,53;2;217;2;0;0;0;sales;medium
IND14597;0,73;0,68;5;190;2;0;0;0;sales;medium
IND32902;0,49;0,69;2;147;2;0;0;0;sales;medium
IND36984;0,70;0,77;2;235;3;1;0;0;sales;medium
IND37548;0,27;0,62;6;136;3;0;0;0;sales;high
IND13316;0,80;0,54;5;261;2;0;0;0;sales;medium
IND14978;0,45;0,60;6;176;4;0;0;0;sales;medium
IND42781;0,63;0,64;4;212;4;0;0;0;sales;medium
IND17857;0,76;0,52;2;148;3;0;0;0;sales;high
IND13447;0,42;0,74;6;218;6;0;0;0;sales;medium
IND38685;0,41;0,87;6;262;6;0;0;0;sales;high
IND07472;0,74;0,46;6;145;3;0;0;0;accounting;low
IND24173;0,82;0,75;3;230;4;1;0;0;accounting;medium
IND43243;0,82;0,65;4;210;2;0;0;0;accounting;medium
IND09372;0,53;0,73;4;227;3;0;0;0;hr;medium
IND16063;0,71;0,77;4;142;2;0;0;0;hr;medium
IND01935;0,50;0,90;4;171;2;0;0;0;hr;low
IND20690;0,68;0,89;3;241;3;0;0;0;hr;low
IND05733;0,68;0,99;3;247;2;1;0;0;technical;low
IND20136;0,48;0,86;5;246;3;0;0;0;technical;low
IND29256;0,59;0,72;3;188;3;1;0;0;technical;low
IND0906;0,21;0,70;3;104;2;0;0;0;technical;low
IND33603;0,99;0,73;5;197;4;1;0;0;technical;low
IND44190;1,00;0,88;4;191;4;0;0;0;technical;low
IND34730;0,84;0,51;4;173;2;0;0;0;technical;low
IND35341;0,86;0,82;2;207;4;1;0;0;technical;low
IND0275;0,52;0,54;5;247;4;0;0;0;technical;high
IND22226;0,94;0,97;5;197;5;1;0;0;technical;low
IND37248;0,55;0,81;3;242;2;0;0;0;technical;low
IND37772;0,79;0,59;3;145;2;0;0;0;support;low
IND04222;0,91;0,90;4;174;3;0;0;0;support;low
IND04726;0,82;0,99;3;195;2;0;0;0;support;high
IND26095;0,84;0,94;4;270;3;1;0;0;support;low
IND33279;0,72;0,68;4;238;3;0;0;0;support;low
IND37145;0,68;0,85;4;156;2;0;0;0;support;low
IND09767;0,99;0,96;5;261;3;0;0;0;support;high
IND29057;0,74;0,85;5;135;2;0;0;0;support;low
IND43842;0,80;0,41;6;185;4;0;0;0;support;medium
IND0865;0,55;0,55;3;197;3;0;0;0;support;high
IND19494;0,56;0,95;3;241;3;0;0;0;support;medium
IND36895;0,88;0,98;3;263;3;1;0;0;technical;high
IND21722;0,86;0,49;4;251;2;0;0;0;technical;medium
IND19942;0,64;0,95;3;218;2;0;0;0;technical;medium
IND26216;0,82;0,58;4;183;3;0;0;0;management;medium
IND08312;0,66;0,80;4;252;3;0;0;0;IT;medium
IND12502;0,64;0,95;3;98;3;0;0;0;IT;medium
IND28443;0,17;0,78;6;284;4;0;0;0;IT;medium
IND10389;0,75;0,68;4;220;2;0;0;0;IT;medium
IND13314;0,45;0,39;4;275;3;0;0;0;IT;medium
IND05876;0,99;0,90;4;164;3;0;0;0;product_mng;high
IND42699;0,93;0,67;5;237;4;0;0;0;product_mng;low
IND31306;0,88;0,80;3;133;3;0;0;0;product_mng;medium
IND44614;0,62;0,52;5;256;4;0;0;0;product_mng;medium
IND23382;0,94;0,88;4;270;3;0;0;0;IT;medium
IND21208;0,59;0,92;4;196;2;0;0;0;RandD;medium
IND17664;0,93;0,89;4;209;2;0;0;0;RandD;medium
IND01342;0,71;0,39;3;261;3;0;0;0;RandD;medium
IND23180;0,60;0,60;3;221;2;0;0;0;RandD;medium
IND43633;0,71;0,69;4;180;3;1;0;0;RandD;medium
IND20077;0,91;0,57;4;145;3;0;0;0;marketing;medium
IND43182;0,78;0,96;4;111;2;0;0;0;sales;high
IND03897;0,52;0,63;4;232;3;0;0;0;accounting;low
IND10810;0,99;0,70;5;195;3;0;0;0;support;low
IND15587;0,86;0,51;4;211;2;1;0;0;technical;low
IND23724;0,74;0,68;4;194;2;0;0;0;management;high
IND30276;0,15;0,84;4;275;5;0;0;0;marketing;low
IND31635;0,57;0,54;3;140;3;0;0;0;marketing;low
IND24385;0,67;0,60;3;157;3;0;0;0;marketing;low
IND0558;0,80;0,93;4;258;3;0;0;0;sales;high
IND07125;0,83;0,82;5;273;4;0;0;0;sales;low
IND07594;0,69;0,53;3;135;2;0;0;0;sales;low
IND09368;0,64;0,83;3;188;4;0;0;0;sales;low
IND37593;0,95;0,52;5;222;2;0;0;0;sales;low
IND25867;0,97;0,52;4;231;3;0;0;0;sales;low
IND34451;0,85;0,86;3;255;2;0;0;0;sales;low
IND22974;0,72;0,51;3;254;2;0;0;0;sales;low
IND38245;0,91;0,85;3;244;3;1;0;0;sales;medium
IND32239;0,81;0,83;3;132;4;0;0;0;sales;medium
IND07575;0,13;0,67;5;234;6;0;0;0;sales;medium
IND16415;0,95;0,81;4;272;3;0;0;0;sales;medium
IND36592;0,82;0,54;4;191;3;0;0;0;sales;medium
IND23808;0,63;0,93;4;238;4;0;0;0;sales;medium
IND27146;0,55;0,69;3;225;2;0;0;0;sales;medium
IND38973;0,83;0,95;3;211;2;0;0;0;sales;medium
IND18910;0,54;0,98;3;217;3;0;0;0;sales;medium
IND02157;0,89;0,91;5;156;4;0;0;0;sales;medium
IND10830;0,79;0,55;3;147;3;0;0;0;sales;medium
IND21333;0,56;0,73;4;134;3;0;0;0;accounting;medium
IND28755;0,89;0,70;4;235;2;1;0;0;accounting;high
IND32454;1,00;0,66;4;238;4;0;0;0;accounting;low
IND06276;0,43;0,72;3;258;4;0;0;0;hr;medium
IND29443;0,71;0,55;5;224;3;0;0;0;hr;medium
IND39606;0,98;0,59;4;149;2;0;0;0;hr;medium
IND07287;0,81;0,70;4;219;2;1;0;0;hr;medium
IND20919;0,71;0,53;3;186;2;0;0;0;technical;low
IND13271;0,99;0,60;4;259;4;0;0;0;technical;low
IND18406;0,34;0,62;3;119;2;0;0;0;technical;low
IND06569;0,58;0,91;3;223;2;0;0;0;technical;low
IND27834;0,77;0,49;4;184;3;0;0;0;technical;low
IND32718;0,64;0,50;3;238;4;0;0;0;technical;low
IND33727;0,13;1,00;4;157;5;1;0;0;technical;low
IND34246;0,98;0,60;2;249;3;0;0;0;technical;low
IND39849;0,72;0,84;4;195;2;0;0;0;technical;low
IND18470;0,55;0,79;3;162;2;0;0;0;technical;low
IND03337;0,62;0,91;4;231;3;0;0;0;technical;low
IND09471;0,74;0,91;2;264;3;0;0;0;support;low
IND37888;0,69;0,96;3;210;3;0;0;0;support;low
IND41471;0,60;0,63;4;192;3;0;0;0;support;low
IND18306;0,54;0,43;3;192;2;0;0;0;support;low
IND33433;0,56;0,75;4;249;3;0;0;0;support;low
IND23627;0,58;0,86;5;206;3;0;0;0;support;low
IND03517;0,21;0,66;4;165;5;0;0;0;support;low
IND24332;0,52;0,85;5;183;3;0;0;0;support;low
IND31862;0,98;0,70;4;253;2;0;0;0;support;low
IND38894;0,85;0,97;3;256;3;0;0;0;support;low
IND44889;0,62;0,88;2;263;4;0;0;0;support;medium
IND01899;0,63;0,61;3;234;3;1;0;0;technical;medium
IND04528;0,84;0,97;6;223;2;0;0;0;technical;medium
IND06269;0,71;0,69;2;172;3;0;0;0;technical;medium
IND19713;0,36;0,55;6;226;6;0;0;0;management;medium
IND41606;0,79;0,56;6;205;4;1;0;0;IT;medium
IND0714;0,59;0,55;4;235;2;0;0;0;IT;medium
IND18165;0,50;0,53;4;263;3;0;0;0;IT;medium
IND33424;0,88;0,66;4;271;3;1;0;0;IT;medium
IND07462;0,65;0,69;6;131;5;0;0;0;IT;medium
IND25332;0,71;0,56;4;238;4;0;0;0;product_mng;medium
IND30267;0,89;0,54;3;214;2;0;0;0;product_mng;medium
IND23779;0,83;0,84;3;267;3;0;0;0;product_mng;high
IND27538;0,73;0,53;3;184;2;0;0;0;product_mng;low
IND37360;0,71;0,67;3;264;3;0;0;0;IT;medium
IND09879;0,53;0,66;3;109;2;0;0;0;RandD;medium
IND27809;0,74;0,70;3;253;4;1;0;0;RandD;medium
IND16396;0,60;0,52;4;207;2;1;0;0;RandD;medium
IND20277;0,47;0,60;4;263;5;0;0;0;RandD;low
IND02328;0,88;0,88;3;214;2;1;0;0;RandD;low
IND04322;0,62;0,67;2;153;3;0;0;0;marketing;low
IND23170;0,24;0,48;5;123;5;1;0;0;sales;low
IND31286;0,15;0,36;5;159;2;0;0;0;accounting;low
IND15368;0,92;0,82;3;185;3;0;0;0;support;low
IND16512;0,74;0,70;4;167;3;1;0;0;technical;low
IND38441;0,86;0,77;3;271;3;0;0;0;management;low
IND06488;0,96;0,61;3;140;3;0;0;0;marketing;low
IND24422;0,54;0,60;4;141;3;0;0;0;marketing;low
IND39166;0,99;0,87;4;190;2;0;0;0;marketing;low
IND03820;0,72;0,73;5;134;2;0;0;0;sales;low
IND09160;0,96;0,75;5;176;4;0;0;0;sales;low
IND25929;0,73;0,73;4;194;2;0;0;0;sales;low
IND37006;0,67;0,44;5;212;4;0;0;0;sales;low
IND17126;0,58;0,72;5;234;3;1;0;0;sales;low
IND10592;0,90;0,99;4;190;2;0;0;0;sales;low
IND12645;0,99;0,37;5;155;3;0;0;0;sales;low
IND21062;0,89;0,58;4;232;2;0;0;0;sales;low
IND18412;0,72;0,95;4;216;3;0;0;0;sales;low
IND36159;0,77;0,80;3;207;3;0;0;0;sales;low
IND35281;0,80;0,94;4;200;4;0;0;0;sales;medium
IND27911;0,89;0,86;3;178;4;0;0;0;sales;medium
IND04359;0,59;0,81;4;173;2;0;0;0;sales;medium
IND43499;0,24;0,87;5;268;5;0;0;0;sales;medium
IND21196;0,94;0,59;6;212;2;0;0;0;sales;medium
IND25537;0,74;0,50;4;216;3;0;0;0;sales;medium
IND34053;0,63;0,62;5;212;6;0;0;0;sales;medium
IND36225;0,63;0,59;3;155;3;1;0;0;sales;medium
IND36472;0,77;0,65;4;164;2;0;0;0;sales;medium
IND19850;0,87;0,74;3;209;3;0;0;0;accounting;medium
IND37267;0,79;0,61;4;136;3;0;0;0;accounting;medium
IND01159;0,54;0,84;4;223;3;0;0;0;accounting;medium
IND09295;0,59;0,83;4;239;4;0;0;0;hr;high
IND21944;0,86;0,87;3;205;4;0;0;0;hr;low
IND10206;0,98;0,68;3;203;3;0;0;0;hr;medium
IND37571;1,00;0,79;5;152;4;0;0;0;hr;medium
IND12970;0,90;0,79;4;236;3;1;0;0;technical;medium
IND41565;0,34;0,60;4;114;3;0;0;0;technical;medium
IND08201;0,95;0,93;3;209;2;0;0;0;technical;low
IND17642;0,79;0,48;4;178;2;0;0;0;technical;low
IND32159;0,13;0,91;4;175;5;0;0;0;technical;low
IND39266;0,72;0,69;3;270;4;0;0;0;technical;low
IND41871;0,63;0,54;3;145;2;1;0;0;technical;low
IND25528;0,81;0,76;5;134;2;0;0;0;technical;low
IND41341;0,71;0,75;4;272;4;0;0;0;technical;low
IND21938;0,49;0,76;3;208;2;0;0;0;technical;low
IND15970;0,59;0,65;4;219;3;1;0;0;technical;low
IND23221;0,87;0,59;5;154;3;0;0;0;support;low
IND38249;0,66;0,60;3;179;4;0;0;0;support;low
IND12424;0,78;0,92;5;137;2;0;0;0;support;low
IND39648;0,65;0,70;4;211;2;0;0;0;support;low
IND17022;0,80;0,97;5;271;4;0;0;0;support;low
IND36102;0,56;0,75;4;192;2;0;0;0;support;low
IND36990;0,85;0,67;4;228;4;0;0;0;support;low
IND32437;0,14;0,46;2;267;6;1;0;0;support;low
IND34061;0,74;0,62;4;272;2;0;0;0;support;low
IND03026;0,86;0,93;2;260;2;0;0;0;support;low
IND33483;0,71;0,96;4;161;3;0;0;0;support;low
IND20857;0,83;0,99;4;226;2;0;0;0;technical;low
IND25570;0,52;0,49;4;249;4;1;0;0;technical;medium
IND32708;0,63;0,80;3;243;3;0;0;0;technical;medium
IND06630;0,92;0,93;4;247;2;0;0;0;management;medium
IND17279;0,66;0,87;3;186;2;0;0;0;IT;medium
IND44610;0,77;0,70;3;155;3;0;0;0;IT;medium
IND11078;0,74;0,97;2;135;4;0;0;0;IT;medium
IND18385;0,81;0,76;5;198;4;0;0;0;IT;medium
IND30060;0,67;0,55;3;175;2;0;0;0;IT;medium
IND36690;0,75;0,92;3;192;3;0;0;0;product_mng;medium
IND0659;0,65;0,36;2;282;3;0;0;0;product_mng;medium
IND03311;0,81;0,60;4;179;3;0;0;0;product_mng;medium
IND40184;0,57;0,77;4;245;3;0;0;0;product_mng;medium
IND07344;0,89;0,66;4;235;3;0;0;0;IT;high
IND22625;0,50;0,56;4;266;2;0;0;0;RandD;low
IND04979;0,21;0,42;4;269;4;1;0;0;RandD;medium
IND42070;0,79;0,67;3;264;2;0;0;0;RandD;medium
IND31981;0,66;0,57;3;161;2;1;0;0;RandD;medium
IND34455;0,82;0,95;3;203;3;0;0;0;RandD;medium
IND23283;0,85;0,85;4;258;2;0;0;0;marketing;low
IND10440;0,72;0,96;3;143;3;0;0;0;sales;low
IND22882;0,52;0,92;3;214;3;0;0;0;accounting;low
IND42638;0,50;0,62;4;166;3;1;0;0;support;low
IND0549;0,52;0,82;3;192;3;0;0;0;technical;low
IND04023;0,13;0,87;3;185;4;1;0;0;management;low
IND17201;0,87;0,98;4;173;3;0;0;0;marketing;low
IND21921;0,53;0,98;2;163;3;0;0;0;marketing;low
IND22894;0,15;0,76;5;277;4;0;0;0;marketing;low
IND17412;0,64;0,86;5;274;2;1;0;0;sales;low
IND41123;0,52;0,44;3;119;2;0;0;0;sales;low
IND0924;0,79;0,67;4;267;3;0;0;0;sales;low
IND05776;0,74;0,89;3;160;2;0;0;0;sales;low
IND28880;0,81;0,84;4;198;2;0;0;0;sales;low
IND04824;0,94;0,60;3;193;3;0;0;0;sales;low
IND30902;0,67;0,84;6;250;2;0;0;0;sales;low
IND12061;0,93;0,84;3;237;4;1;0;0;sales;low
IND40776;0,52;0,96;4;170;2;0;0;0;sales;low
IND44701;0,48;0,74;2;157;2;1;0;0;sales;medium
IND07419;0,57;0,92;6;267;4;0;0;0;sales;medium
IND16238;0,71;0,77;4;192;4;0;0;0;sales;medium
IND19724;0,90;0,74;4;218;2;1;0;0;sales;medium
IND21524;0,58;0,61;4;210;3;0;0;0;sales;medium
IND41291;0,66;0,48;4;229;4;0;0;0;sales;medium
IND04081;0,59;0,66;3;186;3;0;0;0;sales;medium
IND07882;0,96;0,50;3;234;2;1;0;0;sales;medium
IND36816;0,13;0,91;2;149;5;0;0;0;sales;medium
IND02059;0,93;0,92;3;205;3;0;0;0;sales;medium
IND13603;0,54;0,72;3;148;4;0;0;0;accounting;medium
IND17039;0,54;0,77;5;270;3;0;0;0;accounting;medium
IND20446;0,87;0,62;3;176;3;0;0;0;accounting;high
IND27773;0,79;0,91;3;226;2;0;0;0;hr;low
IND40871;0,83;0,57;3;232;4;0;0;0;hr;medium
IND07055;0,73;0,60;3;137;3;0;0;0;hr;medium
IND04828;0,29;0,42;6;253;3;0;0;0;hr;medium
IND35525;0,80;0,70;6;231;4;0;0;0;technical;medium
IND15161;0,29;0,81;3;189;6;0;0;0;technical;low
IND20400;0,43;0,85;6;168;2;0;0;0;technical;low
IND30754;0,99;0,93;3;261;3;0;0;0;technical;low
IND04716;0,86;0,51;4;152;3;0;0;0;technical;low
IND26366;0,85;0,78;5;263;2;1;0;0;technical;low
IND25649;0,66;0,68;3;258;3;0;0;0;technical;low
IND0283;0,57;0,99;3;205;3;0;0;0;technical;low
IND05780;0,31;0,64;6;183;2;1;0;0;technical;low
IND09061;0,88;0,88;3;153;3;0;0;0;technical;low
IND38799;0,72;0,72;5;194;4;0;0;0;technical;low
IND0132;0,75;0,66;4;202;2;0;0;0;support;low
IND0993;0,82;0,71;4;164;4;0;0;0;support;low
IND14941;0,82;0,67;3;213;2;0;0;0;support;low
IND18328;0,15;0,52;4;265;6;0;0;0;support;low
IND39689;0,16;0,88;6;218;3;0;0;0;support;low
IND25464;0,95;0,40;5;286;4;0;0;0;support;low
IND18030;0,87;0,73;3;172;3;1;0;0;support;low
IND28496;0,85;0,89;4;251;2;0;0;0;support;low
IND28761;0,58;0,60;3;110;3;1;0;0;support;low
IND38611;0,63;0,86;3;269;4;0;0;0;support;low
IND26355;0,69;0,68;3;151;3;1;0;0;support;low
IND25883;0,53;0,85;5;161;2;0;0;0;technical;medium
IND17377;0,96;0,71;4;210;3;0;0;0;technical;medium
IND19049;0,73;0,83;2;167;3;0;0;0;technical;medium
IND33374;0,50;0,60;3;270;3;1;0;0;management;medium
IND13627;0,81;0,83;3;133;3;1;0;0;IT;medium
IND26620;0,82;0,59;3;249;3;0;0;0;IT;medium
IND38518;0,76;0,72;4;266;3;0;0;0;IT;medium
IND41286;0,27;0,82;4;276;2;0;0;0;IT;medium
IND22883;0,64;0,38;6;215;3;0;0;0;IT;medium
IND37205;0,57;0,90;3;262;2;0;0;0;product_mng;medium
IND39435;0,49;0,84;5;193;3;0;0;0;product_mng;medium
IND44468;0,66;0,92;2;102;4;0;0;0;product_mng;medium
IND14255;0,71;0,36;4;278;4;1;0;0;product_mng;high
IND22588;0,61;0,63;3;250;4;0;0;0;IT;low
IND24964;0,52;0,89;5;193;4;0;0;0;RandD;medium
IND40271;0,62;0,91;3;133;3;0;0;0;RandD;medium
IND31514;0,98;0,65;4;216;4;0;0;0;RandD;medium
IND02902;0,67;0,56;5;174;2;1;0;0;RandD;medium
IND20529;0,85;0,62;2;280;4;0;0;0;RandD;low
IND43067;0,84;0,85;4;246;2;0;0;0;marketing;low
IND03417;1,00;0,53;3;142;3;0;0;0;sales;low
IND17096;0,72;0,76;4;144;3;1;0;0;accounting;low
IND09053;0,66;0,75;6;100;4;1;0;0;support;low
IND18043;0,64;0,71;5;212;2;0;0;0;technical;low
IND25272;1,00;0,76;5;201;3;0;0;0;management;low
IND10816;0,75;0,59;5;206;2;0;0;0;marketing;low
IND24001;0,81;0,77;4;197;3;0;0;0;marketing;low
IND32011;0,31;0,98;5;232;5;0;0;0;marketing;low
IND04526;0,32;0,97;6;272;2;0;0;0;sales;low
IND16279;0,48;0,50;4;173;3;0;0;0;sales;low
IND23084;0,62;0,42;2;124;2;0;0;0;sales;low
IND32932;0,77;0,86;5;282;4;0;0;0;sales;low
IND40410;0,76;0,80;2;219;4;1;0;0;sales;low
IND16620;0,68;0,41;3;106;6;0;0;0;sales;low
IND27086;0,72;0,79;4;192;4;0;0;0;sales;low
IND27119;0,87;0,91;5;190;2;0;0;0;sales;low
IND32940;0,59;0,57;2;156;2;0;0;0;sales;low
IND07367;0,70;0,64;3;180;2;0;0;0;sales;low
IND42139;0,73;0,81;4;245;2;0;0;0;sales;low
IND22460;0,58;0,62;3;169;2;0;0;0;sales;medium
IND15980;0,64;0,66;3;188;4;0;0;0;sales;medium
IND29635;0,89;0,66;5;224;2;0;0;0;sales;medium
IND02135;0,95;0,71;3;263;2;1;0;0;sales;medium
IND09600;0,84;0,90;3;262;2;0;0;0;sales;medium
IND44930;0,60;0,99;4;225;3;0;0;0;sales;medium
IND15800;0,71;0,63;5;224;3;1;0;0;sales;medium
IND26504;0,60;0,95;3;266;3;0;0;0;sales;medium
IND43780;0,91;0,68;3;218;3;1;0;0;accounting;medium
IND03797;0,75;1,00;3;102;3;0;0;0;accounting;medium
IND41914;0,70;0,67;4;181;3;0;0;0;accounting;medium
IND43454;0,23;0,64;5;150;5;0;0;0;hr;medium
IND19518;0,73;0,83;4;270;2;0;0;0;hr;high
IND37471;0,99;0,49;4;270;2;0;0;0;hr;low
IND02739;0,62;0,68;5;265;3;0;0;0;hr;medium
IND21253;0,98;0,89;4;169;3;0;0;0;technical;medium
IND27309;0,61;0,94;3;224;4;0;0;0;technical;medium
IND32807;0,52;0,92;3;150;2;1;0;0;technical;medium
IND43280;0,65;0,66;5;239;4;0;0;0;technical;low
IND08249;0,59;0,90;3;245;3;1;0;0;technical;low
IND20483;0,71;0,80;3;182;2;1;0;0;technical;low
IND35035;0,18;0,70;5;182;4;0;0;0;technical;low
IND16914;0,21;0,93;4;243;4;0;0;0;technical;low
IND27092;0,15;0,67;6;209;5;0;0;0;technical;low
IND13289;0,97;0,53;4;195;4;0;0;0;technical;low
IND01485;0,39;0,48;3;190;2;0;0;0;technical;low
IND38929;0,35;0,66;2;140;2;0;0;0;support;medium
IND0446;0,88;0,58;4;147;4;0;0;0;support;medium
